#item,x,y,dx,dy,label
0,40.3571428571,42.1428571429,30.0,26.0,1
1,10.7142857143,58.2142857143,28.0,24.0,1
2,33.5714285714,69.2857142857,24.0,24.0,1
3,48.9285714286,66.7857142857,32.0,18.0,1
4,71.4285714286,96.0714285714,30.0,26.0,1
5,170.714285714,17.1428571429,26.0,32.0,1
6,214.285714286,101.428571429,36.0,28.0,1
7,237.857142857,127.5,34.0,32.0,1
8,128.571428571,170.0,26.0,24.0,1
9,104.285714286,196.071428571,26.0,24.0,1
10,129.642857143,203.571428571,32.0,28.0,1
11,97.1428571429,217.142857143,32.0,28.0,1
12,111.071428571,225.357142857,32.0,28.0,1
13,48.5714285714,250.0,32.0,28.0,1
14,143.214285714,256.428571429,28.0,24.0,1
15,191.071428571,266.428571429,34.0,30.0,1
16,212.5,191.428571429,32.0,28.0,1
17,238.928571429,202.857142857,34.0,32.0,1
18,175.714285714,159.642857143,30.0,32.0,1
19,101.428571429,94.2857142857,32.0,34.0,1
