#item,x,y,dx,dy,label
0,1.42857142857,254.761904762,20.0,22.0,1
1,43.3333333333,267.142857143,20.0,22.0,1
2,48.5714285714,112.857142857,20.0,22.0,1
3,60.4761904762,129.523809524,20.0,22.0,1
4,59.5238095238,146.19047619,22.0,26.0,1
5,84.7619047619,156.19047619,22.0,26.0,1
6,80.0,168.571428571,22.0,26.0,1
7,156.19047619,231.428571429,18.0,18.0,1
8,133.333333333,283.80952381,18.0,18.0,1
9,150.0,280.0,18.0,18.0,1
10,273.333333333,250.952380952,22.0,22.0,1
11,209.523809524,207.142857143,22.0,22.0,1
12,207.619047619,114.285714286,20.0,20.0,1
13,220.476190476,111.428571429,20.0,20.0,1
14,221.428571429,99.5238095238,20.0,20.0,1
15,181.428571429,95.2380952381,20.0,20.0,1
16,166.666666667,105.238095238,20.0,20.0,1
17,127.619047619,38.0952380952,22.0,22.0,1
18,77.619047619,107.142857143,24.0,24.0,1
19,266.666666667,93.3333333333,20.0,20.0,1
20,256.19047619,69.5238095238,20.0,20.0,1
21,266.666666667,45.2380952381,20.0,20.0,1
22,212.380952381,57.1428571429,20.0,20.0,1
23,226.666666667,32.8571428571,24.0,24.0,1
24,209.523809524,22.380952381,22.0,22.0,1
25,209.047619048,0.476190476191,22.0,22.0,1
26,165.714285714,15.7142857143,26.0,26.0,1
27,120.0,113.80952381,26.0,26.0,1
28,134.285714286,92.380952381,20.0,20.0,1
29,245.714285714,168.571428571,16.0,16.0,1
