#item,x,y,dx,dy,label
0,106.538461538,161.153846154,22.0,18.0,1
1,126.153846154,168.846153846,22.0,26.0,1
2,148.076923077,155.384615385,32.0,26.0,1
3,178.461538462,147.307692308,22.0,26.0,1
4,20.7692307692,246.538461538,26.0,28.0,1
5,3.84615384615,268.461538462,26.0,18.0,1
6,159.615384615,226.153846154,24.0,20.0,1
7,197.307692308,85.7692307692,28.0,26.0,1
8,258.846153846,67.3076923077,22.0,26.0,1
9,241.538461538,22.3076923077,28.0,26.0,1
10,208.076923077,16.1538461538,36.0,26.0,1
11,198.076923077,11.1538461538,34.0,22.0,1
12,215.0,1.92307692308,34.0,14.0,1
13,255.0,1.53846153846,34.0,14.0,1
14,203.076923077,210.769230769,42.0,40.0,1
15,239.615384615,201.923076923,28.0,40.0,1
16,192.692307692,243.461538462,34.0,26.0,1
17,215.769230769,245.384615385,40.0,34.0,1
18,250.0,236.923076923,34.0,30.0,1
19,259.230769231,247.307692308,38.0,30.0,1
20,233.846153846,262.307692308,38.0,36.0,1
