#item,x,y,dx,dy,label
0,116.315789474,95.2631578947,24.0,32.0,1
1,136.315789474,78.9473684211,34.0,26.0,1
2,158.947368421,130.526315789,30.0,28.0,1
3,202.105263158,130.526315789,30.0,38.0,1
4,190.526315789,146.842105263,34.0,34.0,1
5,193.157894737,165.789473684,34.0,38.0,1
6,237.894736842,204.210526316,26.0,36.0,1
7,244.736842105,187.368421053,26.0,30.0,1
8,269.473684211,190.526315789,28.0,36.0,1
9,271.578947368,210.0,24.0,32.0,1
10,192.631578947,267.368421053,30.0,30.0,1
11,158.947368421,160.526315789,28.0,26.0,1
12,154.736842105,272.105263158,28.0,26.0,1
