#item,x,y,dx,dy,label
0,80.0,268.421052632,30.0,28.0,1
1,31.0526315789,242.105263158,30.0,28.0,1
2,16.3157894737,264.736842105,32.0,30.0,1
3,46.8421052632,191.578947368,32.0,30.0,1
4,164.210526316,232.105263158,32.0,30.0,1
5,21.0526315789,162.105263158,32.0,30.0,1
6,146.842105263,60.0,32.0,30.0,1
7,246.315789474,45.2631578947,30.0,36.0,1
8,256.842105263,15.7894736842,30.0,34.0,1
9,236.315789474,77.8947368421,30.0,34.0,1
10,201.052631579,137.368421053,30.0,34.0,1
11,169.473684211,158.947368421,28.0,32.0,1
12,98.4210526316,108.947368421,30.0,26.0,1
13,20.0,101.578947368,32.0,28.0,1
