#item,x,y,dx,dy,label
0,1.90476190476,58.5714285714,20.0,26.0,1
1,11.9047619048,46.6666666667,20.0,26.0,1
2,26.1904761905,20.4761904762,22.0,26.0,1
3,1.90476190476,149.523809524,18.0,26.0,1
4,16.6666666667,145.238095238,26.0,20.0,1
5,86.1904761905,108.095238095,30.0,32.0,1
6,127.619047619,107.142857143,22.0,26.0,1
7,75.7142857143,134.761904762,26.0,30.0,1
8,114.761904762,180.952380952,30.0,30.0,1
9,91.4285714286,243.333333333,28.0,28.0,1
10,227.619047619,218.095238095,32.0,30.0,1
11,230.0,246.19047619,32.0,30.0,1
12,276.19047619,241.904761905,22.0,30.0,1
13,245.714285714,260.476190476,36.0,34.0,1
14,216.666666667,149.047619048,22.0,20.0,1
15,245.714285714,158.571428571,22.0,20.0,1
16,275.714285714,209.523809524,22.0,28.0,1
17,122.857142857,210.476190476,30.0,24.0,1
