#item,x,y,dx,dy,label
0,234.210526316,143.157894737,20.0,20.0,1
1,243.684210526,130.0,18.0,18.0,1
2,214.210526316,98.9473684211,20.0,20.0,1
3,198.947368421,123.684210526,20.0,20.0,1
4,145.789473684,191.578947368,20.0,20.0,1
5,129.473684211,178.947368421,20.0,20.0,1
6,120.526315789,153.684210526,20.0,20.0,1
7,90.0,243.684210526,20.0,20.0,1
8,102.631578947,256.842105263,20.0,20.0,1
9,55.7894736842,184.736842105,18.0,18.0,1
10,36.8421052632,185.263157895,20.0,20.0,1
11,100.0,79.4736842105,20.0,20.0,1
12,72.6315789474,95.7894736842,24.0,22.0,1
13,65.7894736842,123.684210526,20.0,18.0,1
14,117.368421053,14.7368421053,22.0,20.0,1
15,125.789473684,0.526315789474,22.0,20.0,1
16,258.947368421,3.68421052632,22.0,20.0,1
17,146.315789474,162.631578947,18.0,16.0,1
18,73.1578947368,136.315789474,24.0,22.0,1
19,258.947368421,220.0,24.0,22.0,1
