#item,x,y,dx,dy,label
0,34.7368421053,271.578947368,30.0,28.0,1
1,67.3684210526,268.947368421,32.0,30.0,1
2,62.1052631579,181.578947368,32.0,24.0,1
3,14.7368421053,120.526315789,30.0,36.0,1
4,84.7368421053,107.368421053,26.0,30.0,1
5,67.3684210526,78.4210526316,30.0,28.0,1
6,95.2631578947,81.5789473684,28.0,26.0,1
7,97.3684210526,54.7368421053,32.0,30.0,1
8,121.052631579,38.9473684211,32.0,34.0,1
9,104.736842105,82.6315789474,30.0,32.0,1
10,4.21052631579,256.315789474,26.0,28.0,1
11,44.2105263158,152.631578947,30.0,32.0,1
12,109.473684211,153.684210526,26.0,32.0,1
13,122.105263158,135.789473684,28.0,28.0,1
14,171.052631579,8.42105263158,34.0,36.0,1
15,136.842105263,9.47368421053,28.0,26.0,1
16,134.210526316,73.6842105263,22.0,26.0,1
17,186.842105263,105.263157895,24.0,28.0,1
18,233.157894737,2.63157894737,30.0,26.0,1
