#item,x,y,dx,dy,label
0,39.5238095238,271.428571429,28.0,26.0,1
1,12.8571428571,233.333333333,24.0,26.0,1
2,109.047619048,257.142857143,36.0,32.0,1
3,226.666666667,184.285714286,28.0,30.0,1
4,211.428571429,154.285714286,30.0,24.0,1
5,257.619047619,170.0,22.0,24.0,1
6,256.19047619,109.047619048,28.0,24.0,1
7,194.285714286,65.7142857143,20.0,18.0,1
8,196.666666667,80.4761904762,20.0,18.0,1
9,166.19047619,150.0,18.0,24.0,1
10,118.095238095,87.619047619,26.0,24.0,1
11,133.80952381,54.7619047619,24.0,22.0,1
12,156.666666667,11.9047619048,24.0,22.0,1
13,134.285714286,36.1904761905,26.0,28.0,1
