#item,x,y,dx,dy,label
0,68.8461538462,213.461538462,24.0,30.0,1
1,15.3846153846,210.384615385,18.0,22.0,1
2,28.0769230769,228.076923077,18.0,22.0,1
3,37.3076923077,186.923076923,18.0,20.0,1
4,30.7692307692,201.153846154,20.0,18.0,1
5,16.1538461538,274.230769231,16.0,20.0,1
6,122.692307692,188.846153846,24.0,22.0,1
7,227.692307692,263.076923077,18.0,22.0,1
8,202.692307692,231.923076923,26.0,20.0,1
9,225.0,197.307692308,32.0,22.0,1
10,261.538461538,201.923076923,28.0,22.0,1
11,247.307692308,98.8461538462,20.0,24.0,1
12,185.384615385,74.6153846154,22.0,26.0,1
13,251.538461538,19.2307692308,24.0,24.0,1
