#item,x,y,dx,dy,label
0,1.42857142857,125.0,26.0,30.0,1
1,15.3571428571,5.0,26.0,30.0,1
2,84.6428571429,44.2857142857,34.0,30.0,1
3,112.5,34.2857142857,28.0,28.0,1
4,78.5714285714,80.3571428571,40.0,28.0,1
5,142.5,60.0,28.0,32.0,1
6,181.071428571,52.5,38.0,32.0,1
7,182.142857143,1.42857142857,34.0,28.0,1
8,205.357142857,24.2857142857,26.0,42.0,1
9,73.2142857143,176.071428571,32.0,42.0,1
10,106.428571429,173.214285714,32.0,36.0,1
11,107.5,234.642857143,28.0,32.0,1
12,174.285714286,273.928571429,42.0,26.0,1
13,255.0,160.357142857,30.0,40.0,1
