#item,x,y,dx,dy,label
0,27.8571428571,217.5,22.0,26.0,1
1,1.07142857143,240.357142857,28.0,26.0,1
2,0.357142857143,274.642857143,28.0,26.0,1
3,83.9285714286,210.714285714,28.0,26.0,1
4,119.285714286,173.571428571,28.0,26.0,1
5,127.5,147.5,28.0,32.0,1
6,124.642857143,112.5,34.0,32.0,1
7,107.142857143,123.928571429,24.0,32.0,1
8,93.5714285714,138.928571429,32.0,24.0,1
9,98.2142857143,47.8571428571,24.0,28.0,1
10,123.214285714,37.5,34.0,34.0,1
11,35.0,33.2142857143,28.0,28.0,1
12,256.071428571,151.785714286,28.0,28.0,1
