#item,x,y,dx,dy,label
0,54.6428571429,27.5,30.0,38.0,1
1,3.92857142857,87.5,26.0,26.0,1
2,18.5714285714,101.428571429,36.0,22.0,1
3,0.357142857143,108.571428571,20.0,38.0,1
4,6.78571428571,136.428571429,28.0,28.0,1
5,17.5,174.642857143,38.0,28.0,1
6,1.07142857143,216.071428571,32.0,30.0,1
7,98.2142857143,128.214285714,32.0,34.0,1
8,96.4285714286,59.6428571429,26.0,28.0,1
9,155.0,18.2142857143,36.0,26.0,1
10,250.357142857,49.6428571429,20.0,26.0,1
11,253.571428571,108.214285714,34.0,26.0,1
12,270.357142857,116.071428571,24.0,30.0,1
13,205.357142857,216.071428571,32.0,32.0,1
14,201.071428571,227.5,22.0,32.0,1
15,185.357142857,221.071428571,20.0,24.0,1
