#item,x,y,dx,dy,label
0,77.3076923077,236.923076923,38.0,40.0,1
1,93.0769230769,205.384615385,38.0,40.0,1
2,123.076923077,214.615384615,32.0,34.0,1
3,185.384615385,234.615384615,32.0,34.0,1
4,173.076923077,221.538461538,32.0,34.0,1
5,261.153846154,155.769230769,34.0,34.0,1
6,209.230769231,69.2307692308,30.0,32.0,1
7,172.692307692,38.0769230769,30.0,32.0,1
8,139.230769231,50.0,30.0,32.0,1
9,166.153846154,65.3846153846,30.0,32.0,1
10,209.615384615,128.461538462,36.0,32.0,1
11,154.615384615,140.384615385,34.0,30.0,1
