#item,x,y,dx,dy,label
0,7.89473684211,254.210526316,32.0,24.0,1
1,44.7368421053,244.210526316,32.0,24.0,1
2,71.5789473684,234.736842105,36.0,28.0,1
3,35.2631578947,216.842105263,30.0,22.0,1
4,67.8947368421,258.421052632,30.0,30.0,1
5,51.5789473684,265.789473684,30.0,30.0,1
6,84.7368421053,270.0,22.0,22.0,1
7,94.2105263158,216.315789474,22.0,26.0,1
8,251.052631579,233.157894737,22.0,18.0,1
9,260.526315789,127.368421053,28.0,22.0,1
10,37.3684210526,86.3157894737,28.0,22.0,1
11,18.9473684211,98.4210526316,28.0,22.0,1
12,20.0,46.3157894737,26.0,20.0,1
