#item,x,y,dx,dy,label
0,18.2608695652,104.347826087,30.0,32.0,1
1,113.47826087,162.608695652,30.0,26.0,1
2,139.130434783,179.565217391,30.0,26.0,1
3,208.695652174,202.608695652,30.0,26.0,1
4,226.52173913,137.826086957,24.0,26.0,1
5,243.043478261,127.826086957,30.0,22.0,1
6,129.565217391,10.4347826087,26.0,36.0,1
7,163.47826087,68.6956521739,26.0,30.0,1
8,162.608695652,24.347826087,26.0,26.0,1
9,238.260869565,4.34782608696,22.0,26.0,1
10,169.565217391,43.0434782609,22.0,26.0,1
11,63.4782608696,233.47826087,26.0,30.0,1
