#item,x,y,dx,dy,label
0,90.0,150.0,24.0,24.0,1
1,95.3571428571,175.357142857,22.0,24.0,1
2,134.642857143,264.642857143,32.0,24.0,1
3,180.0,262.142857143,24.0,24.0,1
4,155.714285714,212.5,24.0,24.0,1
5,209.642857143,165.0,32.0,22.0,1
6,216.785714286,131.428571429,22.0,28.0,1
7,197.857142857,81.7857142857,24.0,26.0,1
8,214.285714286,55.3571428571,22.0,30.0,1
9,248.214285714,49.2857142857,24.0,28.0,1
10,257.5,30.7142857143,26.0,24.0,1
11,246.071428571,17.1428571429,26.0,24.0,1
12,219.285714286,28.2142857143,26.0,24.0,1
13,209.285714286,11.0714285714,26.0,24.0,1
14,177.5,127.5,26.0,24.0,1
15,116.071428571,188.214285714,22.0,32.0,1
16,18.5714285714,81.7857142857,22.0,22.0,1
17,20.7142857143,127.5,24.0,24.0,1
