#item,x,y,dx,dy,label
0,114.615384615,89.6153846154,22.0,30.0,1
1,90.0,115.769230769,30.0,22.0,1
2,105.384615385,121.538461538,20.0,22.0,1
3,133.846153846,121.923076923,28.0,26.0,1
4,128.846153846,145.769230769,28.0,22.0,1
5,150.769230769,165.384615385,32.0,24.0,1
6,177.692307692,151.923076923,32.0,24.0,1
7,177.307692308,172.692307692,28.0,24.0,1
8,194.615384615,188.846153846,22.0,24.0,1
9,210.0,228.846153846,24.0,28.0,1
10,186.923076923,244.615384615,28.0,22.0,1
11,192.307692308,262.692307692,28.0,22.0,1
12,248.461538462,272.692307692,36.0,22.0,1
13,201.153846154,1.53846153846,30.0,16.0,1
14,192.307692308,6.53846153846,28.0,18.0,1
15,214.230769231,11.9230769231,20.0,18.0,1
