#item,x,y,dx,dy,label
0,36.6666666667,202.857142857,22.0,32.0,1
1,15.7142857143,230.0,32.0,24.0,1
2,50.0,247.619047619,28.0,24.0,1
3,1.42857142857,147.619047619,22.0,20.0,1
4,19.0476190476,147.619047619,22.0,24.0,1
5,21.9047619048,126.666666667,26.0,28.0,1
6,98.5714285714,249.523809524,36.0,22.0,1
7,97.619047619,277.619047619,30.0,22.0,1
8,112.857142857,266.666666667,26.0,22.0,1
9,135.714285714,261.904761905,24.0,24.0,1
10,148.095238095,274.285714286,32.0,24.0,1
11,154.761904762,254.285714286,28.0,20.0,1
12,191.428571429,278.095238095,28.0,20.0,1
13,219.523809524,270.952380952,34.0,26.0,1
14,80.9523809524,100.0,26.0,18.0,1
15,77.1428571429,73.8095238095,26.0,18.0,1
16,90.9523809524,70.0,26.0,20.0,1
17,254.285714286,82.380952381,26.0,26.0,1
18,267.142857143,58.5714285714,26.0,34.0,1
19,269.047619048,94.7619047619,26.0,24.0,1
