#item,x,y,dx,dy,label
0,1.57894736842,46.8421052632,28.0,40.0,1
1,9.47368421053,22.1052631579,42.0,38.0,1
2,8.94736842105,70.5263157895,34.0,40.0,1
3,31.0526315789,102.105263158,40.0,44.0,1
4,39.4736842105,150.0,40.0,44.0,1
5,5.78947368421,180.0,40.0,44.0,1
6,113.157894737,234.210526316,36.0,40.0,1
7,134.210526316,212.105263158,40.0,32.0,1
8,146.315789474,93.1578947368,44.0,36.0,1
9,122.105263158,111.052631579,46.0,42.0,1
10,175.789473684,95.7894736842,38.0,42.0,1
11,181.578947368,67.8947368421,38.0,42.0,1
12,100.0,164.210526316,36.0,40.0,1
13,56.3157894737,49.4736842105,36.0,40.0,1
14,42.1052631579,19.4736842105,36.0,40.0,1
15,78.9473684211,26.3157894737,30.0,30.0,1
16,212.105263158,91.5789473684,36.0,36.0,1
