#item,x,y,dx,dy,label
0,127.692307692,70.3846153846,22.0,28.0,1
1,183.846153846,131.538461538,18.0,18.0,1
2,213.846153846,207.692307692,22.0,26.0,1
3,207.692307692,235.769230769,24.0,22.0,1
4,226.538461538,238.076923077,20.0,30.0,1
5,280.769230769,211.923076923,18.0,22.0,1
6,232.307692308,138.461538462,22.0,20.0,1
7,261.538461538,144.230769231,18.0,20.0,1
8,171.923076923,43.4615384615,20.0,22.0,1
9,166.923076923,8.84615384615,28.0,16.0,1
10,247.307692308,45.0,22.0,20.0,1
11,253.076923077,60.0,22.0,20.0,1
12,97.3076923077,252.307692308,22.0,20.0,1
