#item,x,y,dx,dy,label
0,17.3913043478,134.782608696,30.0,22.0,1
1,36.9565217391,148.695652174,30.0,22.0,1
2,73.4782608696,179.130434783,30.0,22.0,1
3,9.13043478261,256.52173913,26.0,22.0,1
4,57.8260869565,61.3043478261,26.0,22.0,1
5,163.043478261,1.73913043478,22.0,16.0,1
6,180.434782609,105.652173913,24.0,34.0,1
7,195.652173913,95.2173913043,24.0,32.0,1
8,198.695652174,80.4347826087,26.0,24.0,1
9,230.434782609,93.4782608696,22.0,22.0,1
10,25.2173913043,163.913043478,22.0,22.0,1
11,35.2173913043,172.608695652,22.0,36.0,1
