#item,x,y,dx,dy,label
0,12.6923076923,100.384615385,26.0,18.0,1
1,1.53846153846,111.153846154,12.0,26.0,1
2,62.6923076923,115.0,18.0,26.0,1
3,63.0769230769,92.6923076923,22.0,22.0,1
4,88.0769230769,5.0,26.0,26.0,1
5,133.076923077,13.0769230769,38.0,26.0,1
6,133.461538462,32.3076923077,34.0,30.0,1
7,192.692307692,81.1538461538,32.0,20.0,1
8,172.692307692,93.0769230769,32.0,30.0,1
9,78.4615384615,153.846153846,26.0,30.0,1
10,82.3076923077,178.846153846,24.0,30.0,1
11,64.6153846154,197.307692308,24.0,30.0,1
12,83.8461538462,221.538461538,30.0,22.0,1
13,104.615384615,202.692307692,24.0,26.0,1
14,120.0,209.230769231,24.0,26.0,1
15,120.769230769,245.0,26.0,28.0,1
16,136.153846154,275.384615385,24.0,24.0,1
17,198.076923077,220.384615385,16.0,28.0,1
18,179.230769231,213.461538462,20.0,20.0,1
19,204.615384615,208.846153846,20.0,20.0,1
20,227.692307692,183.846153846,26.0,28.0,1
21,227.307692308,201.923076923,22.0,24.0,1
22,245.384615385,159.615384615,22.0,24.0,1
23,231.538461538,270.769230769,32.0,28.0,1
24,277.307692308,243.846153846,20.0,28.0,1
25,41.5384615385,75.0,28.0,24.0,1
