#item,x,y,dx,dy,label
0,88.2142857143,271.785714286,28.0,26.0,1
1,92.5,232.857142857,38.0,30.0,1
2,130.0,184.285714286,38.0,22.0,1
3,39.6428571429,179.642857143,30.0,28.0,1
4,20.0,263.214285714,30.0,28.0,1
5,65.7142857143,278.571428571,34.0,20.0,1
6,108.928571429,273.214285714,34.0,26.0,1
7,195.357142857,182.857142857,30.0,30.0,1
8,205.714285714,153.571428571,28.0,30.0,1
9,121.428571429,81.0714285714,26.0,24.0,1
10,148.928571429,75.7142857143,26.0,24.0,1
11,152.5,40.3571428571,26.0,18.0,1
12,0.357142857143,202.142857143,20.0,32.0,1
13,255.357142857,92.8571428571,24.0,26.0,1
