#item,x,y,dx,dy,label
0,33.0769230769,179.230769231,50.0,44.0,1
1,20.3846153846,96.5384615385,48.0,40.0,1
2,14.2307692308,150.769230769,42.0,48.0,1
3,35.3846153846,262.692307692,46.0,34.0,1
4,120.0,167.692307692,38.0,48.0,1
5,149.615384615,224.230769231,30.0,26.0,1
6,126.153846154,239.230769231,34.0,28.0,1
7,137.692307692,60.0,40.0,32.0,1
8,9.61538461538,52.6923076923,40.0,32.0,1
9,52.6923076923,1.15384615385,40.0,32.0,1
10,264.615384615,13.8461538462,34.0,46.0,1
11,258.461538462,186.153846154,36.0,32.0,1
12,89.6153846154,193.076923077,40.0,42.0,1
