#item,x,y,dx,dy,label
0,0.714285714286,60.7142857143,22.0,24.0,1
1,1.42857142857,26.4285714286,18.0,24.0,1
2,49.6428571429,22.8571428571,26.0,28.0,1
3,130.714285714,8.92857142857,24.0,28.0,1
4,115.0,28.2142857143,22.0,24.0,1
5,136.428571429,32.5,22.0,24.0,1
6,11.0714285714,86.7857142857,20.0,24.0,1
7,34.2857142857,94.6428571429,22.0,22.0,1
8,21.0714285714,108.571428571,28.0,28.0,1
9,1.78571428571,144.642857143,30.0,30.0,1
10,31.7857142857,262.5,26.0,26.0,1
11,52.5,242.857142857,26.0,22.0,1
12,71.4285714286,280.357142857,28.0,20.0,1
13,95.7142857143,151.071428571,30.0,22.0,1
14,109.285714286,131.428571429,38.0,32.0,1
15,131.785714286,156.071428571,24.0,24.0,1
16,142.857142857,104.642857143,34.0,26.0,1
17,170.714285714,67.1428571429,28.0,40.0,1
18,232.142857143,1.78571428571,32.0,24.0,1
19,260.357142857,4.64285714286,26.0,24.0,1
20,249.285714286,22.1428571429,24.0,34.0,1
21,267.5,13.9285714286,32.0,28.0,1
22,223.928571429,66.0714285714,20.0,22.0,1
23,221.785714286,84.6428571429,20.0,22.0,1
24,222.142857143,105.357142857,22.0,18.0,1
25,157.5,158.928571429,34.0,24.0,1
26,162.857142857,185.0,34.0,24.0,1
27,190.357142857,179.642857143,28.0,24.0,1
28,179.285714286,190.0,26.0,34.0,1
29,174.642857143,205.714285714,26.0,34.0,1
30,192.857142857,234.285714286,32.0,24.0,1
31,214.642857143,195.0,32.0,36.0,1
32,226.071428571,170.0,26.0,26.0,1
33,244.642857143,145.357142857,26.0,30.0,1
34,247.5,175.0,36.0,30.0,1
35,227.857142857,143.928571429,24.0,30.0,1
36,210.357142857,250.357142857,32.0,38.0,1
