#item,x,y,dx,dy,label
0,11.0,172.5,28.0,22.0,1
1,10.0,120.5,26.0,28.0,1
2,9.0,137.0,26.0,22.0,1
3,29.0,119.5,26.0,28.0,1
4,32.5,148.5,26.0,18.0,1
5,40.5,143.5,26.0,18.0,1
6,43.5,135.0,30.0,18.0,1
7,60.5,153.5,24.0,22.0,1
8,57.0,174.5,24.0,22.0,1
9,46.5,184.5,24.0,22.0,1
10,79.0,172.0,38.0,30.0,1
11,135.5,86.0,28.0,32.0,1
12,86.5,63.5,30.0,34.0,1
13,259.0,128.0,24.0,32.0,1
14,275.5,122.0,24.0,32.0,1
15,231.0,97.5,24.0,22.0,1
16,243.0,75.5,26.0,34.0,1
17,166.0,58.0,30.0,28.0,1
18,177.0,45.5,24.0,32.0,1
