#item,x,y,dx,dy,label
0,50.8695652174,185.652173913,26.0,32.0,1
1,77.8260869565,182.608695652,26.0,32.0,1
2,109.565217391,244.347826087,30.0,26.0,1
3,162.173913043,155.217391304,30.0,26.0,1
4,59.1304347826,91.7391304348,28.0,24.0,1
5,69.5652173913,106.52173913,28.0,24.0,1
6,46.0869565217,73.0434782609,28.0,24.0,1
7,71.3043478261,19.5652173913,30.0,26.0,1
8,3.04347826087,2.17391304348,28.0,24.0,1
9,200.869565217,258.260869565,32.0,28.0,1
10,244.782608696,250.434782609,28.0,28.0,1
11,235.652173913,216.956521739,28.0,28.0,1
12,257.826086957,128.260869565,28.0,26.0,1
13,52.6086956522,146.52173913,24.0,26.0,1
