#item,x,y,dx,dy,label
0,70.0,280.5,24.0,16.0,1
1,132.5,193.0,24.0,26.0,1
2,257.5,225.5,30.0,26.0,1
3,259.0,272.5,28.0,22.0,1
4,278.5,188.0,20.0,30.0,1
5,229.5,154.5,24.0,22.0,1
6,203.5,152.5,24.0,16.0,1
7,194.5,133.0,18.0,26.0,1
8,188.5,191.0,22.0,20.0,1
9,100.5,169.5,22.0,20.0,1
10,132.5,119.5,28.0,20.0,1
11,134.5,88.0,32.0,24.0,1
12,92.5,50.5,32.0,20.0,1
13,106.5,64.0,22.0,24.0,1
14,92.5,23.0,32.0,22.0,1
15,101.0,20.0,32.0,22.0,1
16,141.0,33.5,36.0,22.0,1
17,134.0,45.5,36.0,22.0,1
18,192.0,110.5,26.0,22.0,1
19,282.0,101.5,18.0,28.0,1
20,249.5,77.5,28.0,30.0,1
21,214.0,80.5,28.0,26.0,1
22,193.5,28.5,32.0,22.0,1
23,226.0,0.0,32.0,16.0,1
