#item,x,y,dx,dy,label
0,10.3571428571,216.428571429,28.0,26.0,1
1,36.7857142857,212.142857143,30.0,28.0,1
2,25.7142857143,99.6428571429,24.0,22.0,1
3,26.4285714286,43.5714285714,20.0,18.0,1
4,18.9285714286,61.7857142857,20.0,18.0,1
5,157.142857143,19.6428571429,26.0,26.0,1
6,160.0,40.3571428571,24.0,22.0,1
7,158.571428571,57.8571428571,26.0,28.0,1
8,225.0,103.214285714,26.0,32.0,1
9,195.0,155.0,32.0,32.0,1
10,219.285714286,173.214285714,36.0,28.0,1
11,41.4285714286,41.0714285714,22.0,16.0,1
12,202.5,246.071428571,24.0,30.0,1
