#item,x,y,dx,dy,label
0,83.2142857143,163.571428571,32.0,34.0,1
1,126.428571429,160.0,26.0,26.0,1
2,67.8571428571,139.285714286,28.0,28.0,1
3,43.2142857143,107.857142857,28.0,28.0,1
4,33.9285714286,122.142857143,24.0,24.0,1
5,82.1428571429,65.0,24.0,24.0,1
6,90.0,17.1428571429,30.0,30.0,1
7,165.0,6.78571428571,22.0,26.0,1
8,18.5714285714,256.071428571,24.0,28.0,1
9,0.714285714286,233.571428571,18.0,28.0,1
10,99.2857142857,219.285714286,28.0,28.0,1
11,108.928571429,247.142857143,22.0,28.0,1
12,137.857142857,223.214285714,24.0,24.0,1
13,157.5,228.214285714,28.0,34.0,1
14,185.357142857,228.214285714,24.0,24.0,1
15,166.785714286,206.071428571,24.0,20.0,1
16,146.071428571,201.428571429,20.0,22.0,1
17,228.214285714,231.785714286,22.0,24.0,1
18,201.071428571,269.642857143,26.0,30.0,1
19,266.071428571,255.357142857,24.0,32.0,1
