#item,x,y,dx,dy,label
0,55.3846153846,5.38461538462,24.0,34.0,1
1,29.6153846154,53.0769230769,22.0,22.0,1
2,51.1538461538,63.8461538462,36.0,22.0,1
3,21.9230769231,110.769230769,32.0,20.0,1
4,6.53846153846,152.692307692,32.0,24.0,1
5,43.8461538462,151.153846154,26.0,24.0,1
6,65.7692307692,192.307692308,30.0,24.0,1
7,189.615384615,82.6923076923,30.0,24.0,1
8,184.615384615,50.0,30.0,24.0,1
9,153.461538462,66.1538461538,26.0,24.0,1
10,239.615384615,68.4615384615,24.0,22.0,1
11,245.769230769,47.6923076923,24.0,24.0,1
12,255.769230769,80.7692307692,24.0,24.0,1
13,205.0,131.538461538,34.0,30.0,1
14,141.923076923,188.461538462,34.0,30.0,1
15,128.846153846,203.076923077,34.0,24.0,1
16,172.692307692,218.461538462,34.0,40.0,1
17,193.076923077,201.923076923,40.0,24.0,1
18,240.384615385,185.769230769,30.0,22.0,1
19,272.307692308,182.692307692,26.0,18.0,1
20,263.461538462,218.846153846,26.0,20.0,1
21,270.384615385,247.692307692,26.0,20.0,1
22,47.3076923077,131.923076923,22.0,22.0,1
