#item,x,y,dx,dy,label
0,32.1428571429,65.0,20.0,18.0,1
1,37.5,48.9285714286,20.0,18.0,1
2,47.8571428571,38.5714285714,20.0,22.0,1
3,81.0714285714,19.2857142857,22.0,16.0,1
4,120.357142857,8.92857142857,18.0,14.0,1
5,120.357142857,18.9285714286,18.0,24.0,1
6,85.0,53.2142857143,18.0,20.0,1
7,38.5714285714,78.2142857143,16.0,16.0,1
8,98.5714285714,156.071428571,18.0,18.0,1
9,173.928571429,104.285714286,18.0,18.0,1
10,191.071428571,102.857142857,18.0,18.0,1
11,197.5,116.428571429,18.0,14.0,1
12,185.714285714,125.357142857,18.0,14.0,1
13,125.714285714,237.5,22.0,16.0,1
14,112.5,248.571428571,18.0,20.0,1
15,117.5,223.214285714,18.0,20.0,1
16,105.357142857,233.571428571,18.0,16.0,1
17,256.071428571,230.0,18.0,16.0,1
18,50.3571428571,69.2857142857,18.0,16.0,1
19,134.642857143,11.4285714286,18.0,16.0,1
