#item,x,y,dx,dy,label
0,142.857142857,31.4285714286,40.0,22.0,1
1,178.571428571,40.7142857143,26.0,28.0,1
2,161.071428571,52.1428571429,26.0,28.0,1
3,70.0,143.571428571,22.0,24.0,1
4,81.0714285714,156.071428571,20.0,24.0,1
5,94.2857142857,147.5,22.0,26.0,1
6,86.4285714286,186.785714286,20.0,22.0,1
7,68.9285714286,197.857142857,20.0,22.0,1
8,81.7857142857,204.642857143,20.0,22.0,1
9,236.071428571,241.071428571,26.0,28.0,1
10,261.785714286,247.142857143,22.0,32.0,1
11,283.571428571,215.357142857,16.0,28.0,1
12,61.0714285714,91.7857142857,20.0,24.0,1
