#item,x,y,dx,dy,label
0,35.2380952381,182.857142857,40.0,32.0,1
1,63.8095238095,173.80952381,34.0,26.0,1
2,83.8095238095,178.571428571,44.0,26.0,1
3,109.047619048,209.523809524,38.0,26.0,1
4,69.0476190476,248.571428571,32.0,26.0,1
5,54.2857142857,260.952380952,32.0,26.0,1
6,140.0,188.571428571,24.0,34.0,1
7,114.761904762,73.3333333333,38.0,28.0,1
8,223.80952381,145.238095238,38.0,34.0,1
9,121.904761905,227.142857143,34.0,26.0,1
10,241.428571429,51.4285714286,28.0,28.0,1
11,244.285714286,27.1428571429,34.0,26.0,1
12,275.714285714,52.380952381,24.0,36.0,1
13,1.90476190476,188.095238095,28.0,22.0,1
