#item,x,y,dx,dy,label
0,165.263157895,271.578947368,34.0,22.0,1
1,121.052631579,279.473684211,34.0,22.0,1
2,197.368421053,183.684210526,30.0,24.0,1
3,226.315789474,193.684210526,26.0,28.0,1
4,215.789473684,154.210526316,24.0,24.0,1
5,191.578947368,156.315789474,30.0,24.0,1
6,233.684210526,169.473684211,28.0,24.0,1
7,270.526315789,147.368421053,26.0,36.0,1
8,237.368421053,110.526315789,26.0,36.0,1
9,262.105263158,76.3157894737,30.0,30.0,1
10,5.26315789474,61.0526315789,28.0,24.0,1
11,146.842105263,211.578947368,28.0,24.0,1
