#item,x,y,dx,dy,label
0,107.142857143,258.571428571,16.0,14.0,1
1,133.333333333,212.380952381,16.0,14.0,1
2,98.5714285714,211.428571429,14.0,18.0,1
3,89.0476190476,210.952380952,14.0,12.0,1
4,75.7142857143,219.523809524,18.0,14.0,1
5,40.9523809524,215.714285714,12.0,14.0,1
6,42.8571428571,227.142857143,14.0,16.0,1
7,31.4285714286,171.428571429,14.0,14.0,1
8,36.1904761905,166.666666667,12.0,14.0,1
9,38.0952380952,90.0,14.0,18.0,1
10,7.61904761905,95.7142857143,14.0,16.0,1
11,43.8095238095,2.6645352591e-14,14.0,10.0,1
12,40.9523809524,3.33333333333,14.0,16.0,1
13,10.4761904762,43.3333333333,14.0,14.0,1
14,0.47619047619,43.3333333333,10.0,14.0,1
15,1.42857142857,259.523809524,12.0,14.0,1
16,69.0476190476,87.1428571429,16.0,12.0,1
17,282.380952381,153.333333333,14.0,16.0,1
18,275.714285714,140.0,18.0,14.0,1
19,277.619047619,123.333333333,16.0,16.0,1
20,285.238095238,129.047619048,16.0,14.0,1
21,288.095238095,142.380952381,16.0,18.0,1
