#item,x,y,dx,dy,label
0,92.1052631579,95.2631578947,24.0,26.0,1
1,112.105263158,90.0,24.0,26.0,1
2,163.157894737,125.789473684,24.0,28.0,1
3,158.947368421,227.894736842,34.0,26.0,1
4,220.0,227.368421053,34.0,26.0,1
5,137.894736842,140.526315789,30.0,28.0,1
6,111.052631579,117.894736842,26.0,24.0,1
7,127.368421053,114.210526316,26.0,24.0,1
8,130.526315789,65.7894736842,28.0,30.0,1
9,137.894736842,97.3684210526,28.0,30.0,1
10,115.789473684,157.368421053,28.0,30.0,1
11,188.421052632,239.473684211,28.0,38.0,1
