#item,x,y,dx,dy,label
0,87.3684210526,193.157894737,24.0,22.0,1
1,80.0,175.263157895,24.0,22.0,1
2,98.9473684211,152.631578947,28.0,32.0,1
3,108.421052632,100.0,28.0,22.0,1
4,187.368421053,262.631578947,30.0,24.0,1
5,150.0,267.368421053,30.0,24.0,1
6,208.947368421,180.526315789,26.0,24.0,1
7,215.789473684,191.578947368,30.0,32.0,1
8,219.473684211,232.631578947,24.0,24.0,1
9,270.526315789,170.0,32.0,28.0,1
10,274.736842105,145.263157895,32.0,28.0,1
11,265.263157895,7.36842105263,34.0,30.0,1
12,265.789473684,25.7894736842,32.0,28.0,1
13,226.315789474,16.8421052632,34.0,30.0,1
14,201.052631579,66.8421052632,28.0,24.0,1
15,15.7894736842,78.9473684211,30.0,28.0,1
16,110.0,2.10526315789,28.0,26.0,1
17,134.736842105,0.526315789474,26.0,24.0,1
