#item,x,y,dx,dy,label
0,0.952380952381,251.904761905,24.0,30.0,1
1,71.9047619048,186.19047619,20.0,24.0,1
2,52.8571428571,171.428571429,20.0,22.0,1
3,59.5238095238,236.19047619,24.0,28.0,1
4,84.2857142857,247.142857143,28.0,24.0,1
5,69.5238095238,279.523809524,22.0,20.0,1
6,100.952380952,270.0,24.0,30.0,1
7,118.571428571,262.380952381,30.0,24.0,1
8,131.904761905,276.19047619,30.0,24.0,1
9,49.5238095238,245.238095238,22.0,24.0,1
10,56.6666666667,210.476190476,24.0,28.0,1
11,2.38095238095,113.333333333,30.0,30.0,1
12,56.6666666667,101.428571429,24.0,30.0,1
13,49.5238095238,87.619047619,24.0,26.0,1
14,56.6666666667,33.8095238095,24.0,26.0,1
15,74.2857142857,6.66666666667,22.0,24.0,1
16,236.666666667,41.9047619048,28.0,24.0,1
17,250.476190476,1.90476190476,30.0,24.0,1
18,128.095238095,98.0952380952,22.0,22.0,1
19,28.5714285714,70.0,22.0,22.0,1
20,282.857142857,63.3333333333,18.0,18.0,1
21,118.571428571,37.1428571429,16.0,16.0,1
22,104.761904762,42.380952381,18.0,18.0,1
