#item,x,y,dx,dy,label
0,13.3333333333,74.2857142857,36.0,36.0,1
1,38.5714285714,71.4285714286,28.0,28.0,1
2,37.619047619,13.8095238095,28.0,22.0,1
3,25.2380952381,2.38095238095,28.0,22.0,1
4,109.047619048,5.2380952381,24.0,28.0,1
5,128.095238095,2.85714285714,24.0,22.0,1
6,68.0952380952,120.476190476,24.0,22.0,1
7,88.5714285714,210.0,24.0,22.0,1
8,101.428571429,192.380952381,24.0,26.0,1
9,121.428571429,250.0,18.0,24.0,1
10,109.523809524,273.80952381,26.0,26.0,1
11,140.476190476,220.476190476,24.0,26.0,1
12,152.380952381,200.0,24.0,26.0,1
13,276.19047619,204.285714286,20.0,28.0,1
14,3.80952380952,237.142857143,20.0,22.0,1
