#item,x,y,dx,dy,label
0,164.210526316,250.0,28.0,28.0,1
1,178.947368421,242.105263158,40.0,32.0,1
2,126.315789474,253.157894737,40.0,32.0,1
3,159.473684211,220.526315789,30.0,36.0,1
4,144.736842105,207.368421053,32.0,26.0,1
5,11.5789473684,165.263157895,28.0,32.0,1
6,4.21052631579,63.6842105263,30.0,34.0,1
7,37.3684210526,29.4736842105,26.0,30.0,1
8,98.9473684211,4.73684210526,32.0,30.0,1
9,101.052631579,43.6842105263,32.0,30.0,1
10,129.473684211,35.7894736842,32.0,38.0,1
11,87.8947368421,86.3157894737,38.0,32.0,1
12,74.7368421053,79.4736842105,24.0,34.0,1
13,91.0526315789,111.578947368,30.0,28.0,1
14,150.0,88.4210526316,38.0,30.0,1
15,180.0,31.5789473684,38.0,30.0,1
16,13.1578947368,123.684210526,26.0,26.0,1
17,224.210526316,154.736842105,30.0,24.0,1
18,237.368421053,136.842105263,30.0,24.0,1
19,214.736842105,167.368421053,26.0,24.0,1
20,208.947368421,200.0,26.0,28.0,1
21,275.263157895,26.3157894737,24.0,26.0,1
22,114.210526316,163.684210526,22.0,24.0,1
