#item,x,y,dx,dy,label
0,58.0769230769,127.307692308,28.0,22.0,1
1,51.5384615385,98.0769230769,26.0,30.0,1
2,93.8461538462,102.692307692,28.0,24.0,1
3,105.769230769,19.2307692308,28.0,24.0,1
4,236.538461538,4.61538461538,34.0,32.0,1
5,260.0,29.2307692308,26.0,36.0,1
6,209.230769231,69.6153846154,26.0,28.0,1
7,167.307692308,95.3846153846,22.0,28.0,1
8,243.461538462,163.076923077,26.0,32.0,1
9,232.307692308,197.692307692,32.0,36.0,1
10,278.846153846,230.769230769,20.0,28.0,1
11,183.076923077,203.846153846,28.0,30.0,1
12,190.0,213.846153846,38.0,28.0,1
13,171.538461538,226.153846154,30.0,26.0,1
