#item,x,y,dx,dy,label
0,203.5,234.0,28.0,34.0,1
1,200.0,252.5,26.0,32.0,1
2,168.5,279.5,26.0,20.0,1
3,25.5,178.5,32.0,26.0,1
4,1.0,143.0,28.0,22.0,1
5,83.5,86.0,26.0,38.0,1
6,81.0,73.5,26.0,38.0,1
7,98.5,68.5,26.0,38.0,1
8,108.5,29.5,24.0,36.0,1
9,128.0,42.0,34.0,26.0,1
10,128.5,28.5,34.0,26.0,1
11,123.5,20.0,30.0,22.0,1
12,133.0,1.5,34.0,26.0,1
13,83.0,10.5,36.0,28.0,1
14,105.5,1.0,34.0,22.0,1
15,226.5,87.0,30.0,18.0,1
16,238.0,170.5,28.0,16.0,1
17,255.5,181.0,22.0,22.0,1
18,267.5,165.5,24.0,20.0,1
