#item,x,y,dx,dy,label
0,63.2142857143,175.714285714,24.0,24.0,1
1,62.5,148.571428571,28.0,22.0,1
2,40.7142857143,160.714285714,28.0,22.0,1
3,35.7142857143,227.142857143,30.0,26.0,1
4,117.5,18.5714285714,30.0,26.0,1
5,131.785714286,34.2857142857,30.0,32.0,1
6,152.142857143,9.28571428571,26.0,22.0,1
7,145.714285714,73.5714285714,26.0,38.0,1
8,116.428571429,116.071428571,30.0,24.0,1
9,117.857142857,165.357142857,24.0,24.0,1
10,272.857142857,82.1428571429,26.0,26.0,1
11,72.5,193.571428571,22.0,26.0,1
12,47.5,193.214285714,22.0,26.0,1
13,98.5714285714,179.285714286,26.0,30.0,1
