#item,x,y,dx,dy,label
0,43.9285714286,88.9285714286,36.0,40.0,1
1,64.6428571429,128.214285714,36.0,32.0,1
2,1.78571428571,117.857142857,24.0,32.0,1
3,184.642857143,202.142857143,30.0,36.0,1
4,212.142857143,192.857142857,34.0,36.0,1
5,99.2857142857,214.642857143,32.0,26.0,1
6,63.9285714286,224.642857143,32.0,26.0,1
7,53.9285714286,237.5,26.0,26.0,1
8,196.428571429,264.285714286,38.0,26.0,1
9,227.5,262.142857143,38.0,32.0,1
10,240.0,37.1428571429,34.0,34.0,1
11,20.0,0.714285714286,30.0,18.0,1
12,186.785714286,146.428571429,30.0,28.0,1
13,202.857142857,153.214285714,28.0,26.0,1
14,240.357142857,199.642857143,30.0,22.0,1
