#item,x,y,dx,dy,label
0,1.15384615385,141.923076923,16.0,34.0,1
1,23.0769230769,171.538461538,18.0,20.0,1
2,50.3846153846,160.769230769,26.0,30.0,1
3,72.6923076923,176.153846154,18.0,26.0,1
4,155.769230769,184.615384615,22.0,30.0,1
5,180.769230769,265.769230769,24.0,28.0,1
6,212.692307692,212.307692308,20.0,24.0,1
7,227.692307692,217.692307692,24.0,24.0,1
8,241.538461538,191.923076923,28.0,18.0,1
9,226.153846154,165.384615385,22.0,22.0,1
10,235.769230769,150.384615385,24.0,24.0,1
11,264.615384615,95.7692307692,24.0,30.0,1
12,131.923076923,191.538461538,18.0,26.0,1
13,55.3846153846,45.0,24.0,26.0,1
14,9.23076923077,6.53846153846,26.0,32.0,1
15,219.230769231,5.0,22.0,22.0,1
16,156.153846154,30.3846153846,18.0,16.0,1
