#item,x,y,dx,dy,label
0,27.8947368421,229.473684211,18.0,18.0,1
1,11.5789473684,118.421052632,18.0,18.0,1
2,20.0,111.578947368,20.0,20.0,1
3,69.4736842105,167.894736842,18.0,18.0,1
4,54.7368421053,17.8947368421,18.0,18.0,1
5,124.736842105,198.421052632,18.0,18.0,1
6,104.736842105,177.894736842,18.0,18.0,1
7,86.8421052632,201.578947368,18.0,18.0,1
8,84.7368421053,182.105263158,18.0,18.0,1
9,173.684210526,206.315789474,18.0,18.0,1
10,230.526315789,214.210526316,18.0,18.0,1
11,237.368421053,278.947368421,18.0,18.0,1
12,218.421052632,137.894736842,18.0,18.0,1
13,196.842105263,158.947368421,20.0,20.0,1
14,252.631578947,122.105263158,20.0,20.0,1
15,159.473684211,263.157894737,20.0,20.0,1
