#item,x,y,dx,dy,label
0,13.2142857143,58.5714285714,28.0,40.0,1
1,48.5714285714,20.3571428571,24.0,20.0,1
2,43.9285714286,39.6428571429,30.0,32.0,1
3,71.4285714286,45.3571428571,26.0,28.0,1
4,113.214285714,26.0714285714,30.0,32.0,1
5,21.4285714286,153.214285714,30.0,28.0,1
6,62.8571428571,129.285714286,26.0,32.0,1
7,211.785714286,80.7142857143,26.0,32.0,1
8,238.928571429,149.285714286,22.0,26.0,1
9,276.428571429,264.642857143,22.0,26.0,1
10,276.428571429,174.285714286,22.0,26.0,1
11,265.714285714,208.214285714,32.0,26.0,1
12,258.214285714,17.8571428571,24.0,26.0,1
