#item,x,y,dx,dy,label
0,11.9230769231,109.230769231,34.0,24.0,1
1,4.61538461538,180.384615385,24.0,24.0,1
2,15.3846153846,190.384615385,32.0,24.0,1
3,11.9230769231,209.615384615,28.0,30.0,1
4,10.0,250.384615385,24.0,26.0,1
5,59.2307692308,269.230769231,38.0,26.0,1
6,93.4615384615,253.461538462,38.0,34.0,1
7,191.153846154,258.846153846,24.0,20.0,1
8,153.846153846,46.1538461538,20.0,26.0,1
9,168.461538462,44.6153846154,20.0,26.0,1
10,144.230769231,20.0,24.0,24.0,1
11,74.2307692308,169.230769231,28.0,16.0,1
