#item,x,y,dx,dy,label
0,0.526315789474,247.894736842,28.0,32.0,1
1,24.7368421053,273.684210526,26.0,26.0,1
2,93.1578947368,206.315789474,26.0,26.0,1
3,98.9473684211,176.842105263,30.0,30.0,1
4,184.210526316,180.0,32.0,28.0,1
5,206.315789474,162.105263158,26.0,30.0,1
6,224.736842105,164.736842105,26.0,30.0,1
7,197.894736842,269.473684211,24.0,28.0,1
8,243.684210526,140.526315789,30.0,30.0,1
9,181.052631579,41.5789473684,20.0,18.0,1
10,171.578947368,27.3684210526,20.0,18.0,1
11,262.105263158,62.1052631579,24.0,22.0,1
12,131.578947368,277.368421053,32.0,22.0,1
13,125.789473684,267.894736842,32.0,22.0,1
14,130.0,246.842105263,24.0,20.0,1
15,211.578947368,194.210526316,22.0,34.0,1
16,204.210526316,234.736842105,22.0,28.0,1
17,253.157894737,263.684210526,22.0,28.0,1
18,201.578947368,22.1052631579,26.0,22.0,1
