#item,x,y,dx,dy,label
0,62.5,177.142857143,22.0,26.0,1
1,77.8571428571,216.785714286,30.0,24.0,1
2,45.0,208.214285714,28.0,24.0,1
3,149.642857143,268.928571429,24.0,22.0,1
4,169.642857143,277.5,22.0,22.0,1
5,237.142857143,5.35714285714,26.0,26.0,1
6,221.071428571,39.6428571429,20.0,22.0,1
7,242.142857143,39.6428571429,24.0,26.0,1
8,217.142857143,202.142857143,20.0,24.0,1
9,166.428571429,104.642857143,20.0,24.0,1
10,185.0,102.142857143,24.0,22.0,1
11,135.357142857,142.142857143,26.0,24.0,1
12,115.357142857,238.571428571,16.0,16.0,1
13,115.357142857,218.928571429,16.0,16.0,1
14,135.0,228.571428571,16.0,16.0,1
15,150.357142857,221.071428571,16.0,16.0,1
16,223.928571429,157.5,16.0,16.0,1
17,227.142857143,172.142857143,16.0,16.0,1
18,207.857142857,173.214285714,18.0,18.0,1
