#item,x,y,dx,dy,label
0,1.42857142857,226.19047619,16.0,22.0,1
1,5.2380952381,239.047619048,18.0,24.0,1
2,78.5714285714,264.285714286,26.0,32.0,1
3,100.0,266.666666667,26.0,32.0,1
4,120.0,244.285714286,26.0,24.0,1
5,125.238095238,196.19047619,18.0,24.0,1
6,138.095238095,211.428571429,22.0,28.0,1
7,258.095238095,67.619047619,22.0,28.0,1
8,88.5714285714,103.80952381,22.0,20.0,1
9,64.7619047619,102.380952381,18.0,20.0,1
10,50.4761904762,45.7142857143,20.0,22.0,1
11,55.7142857143,21.4285714286,24.0,26.0,1
12,53.3333333333,2.38095238095,18.0,22.0,1
13,159.523809524,1.90476190476,24.0,18.0,1
