#item,x,y,dx,dy,label
0,84.6153846154,72.3076923077,30.0,26.0,1
1,115.769230769,108.846153846,20.0,26.0,1
2,133.461538462,121.923076923,20.0,26.0,1
3,206.923076923,40.0,32.0,26.0,1
4,220.384615385,70.7692307692,28.0,26.0,1
5,263.461538462,92.6923076923,28.0,26.0,1
6,254.230769231,162.307692308,18.0,26.0,1
7,1.15384615385,147.692307692,18.0,26.0,1
8,47.3076923077,246.153846154,26.0,20.0,1
9,149.615384615,198.461538462,26.0,20.0,1
10,136.538461538,205.0,20.0,30.0,1
11,133.846153846,233.076923077,20.0,22.0,1
12,245.0,38.4615384615,24.0,30.0,1
