#item,x,y,dx,dy,label
0,5.78947368421,219.473684211,28.0,32.0,1
1,36.8421052632,205.263157895,28.0,32.0,1
2,53.6842105263,222.631578947,28.0,32.0,1
3,81.5789473684,222.105263158,28.0,32.0,1
4,101.052631579,231.578947368,26.0,30.0,1
5,114.736842105,256.315789474,36.0,40.0,1
6,82.1052631579,107.894736842,24.0,28.0,1
7,191.578947368,145.789473684,24.0,28.0,1
8,205.789473684,127.894736842,28.0,24.0,1
9,215.263157895,94.2105263158,24.0,28.0,1
10,237.368421053,188.947368421,22.0,26.0,1
11,248.947368421,178.947368421,24.0,24.0,1
12,192.631578947,221.578947368,24.0,24.0,1
13,161.052631579,190.0,24.0,24.0,1
14,165.263157895,275.789473684,24.0,24.0,1
15,259.473684211,228.421052632,24.0,24.0,1
