#item,x,y,dx,dy,label
0,237.894736842,270.526315789,38.0,30.0,1
1,136.842105263,214.736842105,36.0,28.0,1
2,105.263157895,220.0,38.0,38.0,1
3,75.2631578947,185.789473684,38.0,34.0,1
4,127.368421053,171.052631579,28.0,24.0,1
5,99.4736842105,160.0,32.0,28.0,1
6,103.684210526,133.157894737,32.0,28.0,1
7,95.2631578947,116.842105263,26.0,22.0,1
8,76.8421052632,136.842105263,30.0,26.0,1
9,65.7894736842,125.263157895,30.0,26.0,1
10,78.4210526316,100.526315789,28.0,24.0,1
11,6.84210526316,152.105263158,28.0,24.0,1
12,50.0,198.421052632,20.0,26.0,1
13,10.5263157895,233.684210526,16.0,18.0,1
14,43.1578947368,255.789473684,22.0,28.0,1
15,32.6315789474,276.315789474,24.0,24.0,1
16,156.842105263,111.052631579,24.0,24.0,1
17,190.0,115.263157895,30.0,34.0,1
18,141.052631579,81.5789473684,28.0,24.0,1
19,140.526315789,95.2631578947,24.0,26.0,1
20,77.8947368421,0.0,22.0,26.0,1
21,243.157894737,73.6842105263,30.0,40.0,1
22,262.105263158,59.4736842105,30.0,40.0,1
23,225.789473684,24.2105263158,36.0,30.0,1
24,220.0,47.8947368421,32.0,26.0,1
25,274.210526316,253.684210526,20.0,20.0,1
26,227.368421053,240.526315789,20.0,20.0,1
27,250.0,232.631578947,22.0,22.0,1
