#item,x,y,dx,dy,label
0,19.2857142857,263.928571429,26.0,34.0,1
1,39.2857142857,92.8571428571,38.0,34.0,1
2,157.857142857,108.214285714,34.0,26.0,1
3,171.071428571,93.5714285714,28.0,22.0,1
4,221.428571429,184.285714286,28.0,24.0,1
5,255.0,193.928571429,28.0,24.0,1
6,275.357142857,211.785714286,24.0,18.0,1
7,233.214285714,242.5,26.0,20.0,1
8,103.571428571,70.0,30.0,24.0,1
9,202.5,77.8571428571,30.0,24.0,1
10,205.714285714,91.0714285714,30.0,24.0,1
11,197.857142857,102.857142857,36.0,30.0,1
12,8.92857142857,104.285714286,32.0,28.0,1
13,16.7857142857,41.0714285714,32.0,36.0,1
