#item,x,y,dx,dy,label
0,86.4285714286,116.071428571,34.0,26.0,1
1,115.0,101.071428571,22.0,24.0,1
2,145.357142857,117.5,22.0,22.0,1
3,179.642857143,112.857142857,24.0,20.0,1
4,210.714285714,102.142857143,24.0,20.0,1
5,225.0,95.7142857143,24.0,20.0,1
6,272.142857143,83.2142857143,24.0,20.0,1
7,133.928571429,168.571428571,24.0,20.0,1
8,89.6428571429,152.5,24.0,20.0,1
9,55.7142857143,182.142857143,18.0,26.0,1
10,65.0,153.928571429,22.0,22.0,1
11,36.7857142857,158.928571429,22.0,22.0,1
12,125.357142857,188.928571429,28.0,22.0,1
13,117.5,211.785714286,24.0,18.0,1
14,142.5,207.857142857,24.0,18.0,1
15,134.285714286,230.0,26.0,20.0,1
16,98.9285714286,265.0,28.0,22.0,1
17,136.785714286,277.5,24.0,22.0,1
18,187.142857143,195.714285714,24.0,22.0,1
19,185.0,224.642857143,22.0,28.0,1
20,217.142857143,223.928571429,24.0,22.0,1
21,215.357142857,276.071428571,24.0,22.0,1
22,226.428571429,270.357142857,24.0,22.0,1
23,241.428571429,163.571428571,28.0,22.0,1
