#item,x,y,dx,dy,label
0,238.076923077,130.384615385,24.0,20.0,1
1,219.230769231,116.923076923,16.0,20.0,1
2,216.538461538,146.923076923,18.0,20.0,1
3,266.923076923,145.0,18.0,20.0,1
4,250.0,117.307692308,18.0,20.0,1
5,120.769230769,20.7692307692,14.0,20.0,1
6,108.846153846,35.0,16.0,16.0,1
7,72.6923076923,3.84615384615,22.0,16.0,1
8,53.0769230769,9.61538461538,22.0,16.0,1
9,12.3076923077,168.076923077,22.0,18.0,1
10,11.9230769231,188.076923077,18.0,16.0,1
11,15.0,207.307692308,14.0,20.0,1
12,11.5384615385,243.461538462,18.0,18.0,1
13,79.6153846154,193.461538462,26.0,18.0,1
14,116.923076923,191.538461538,26.0,18.0,1
15,279.230769231,225.384615385,20.0,16.0,1
16,260.0,236.923076923,18.0,20.0,1
17,275.384615385,268.076923077,18.0,20.0,1
