#item,x,y,dx,dy,label
0,39.5238095238,4.7619047619,20.0,14.0,1
1,111.428571429,7.14285714286,20.0,16.0,1
2,123.333333333,23.3333333333,20.0,16.0,1
3,132.380952381,39.5238095238,18.0,16.0,1
4,20.9523809524,186.19047619,18.0,22.0,1
5,15.7142857143,162.380952381,18.0,16.0,1
6,8.57142857143,171.904761905,18.0,18.0,1
7,8.09523809524,194.761904762,20.0,18.0,1
8,19.5238095238,213.333333333,16.0,24.0,1
9,9.04761904762,236.666666667,16.0,20.0,1
10,0.47619047619,205.714285714,16.0,20.0,1
11,97.619047619,225.238095238,16.0,16.0,1
12,83.8095238095,224.761904762,16.0,16.0,1
13,124.285714286,217.619047619,16.0,16.0,1
14,87.619047619,247.142857143,16.0,16.0,1
15,127.142857143,237.142857143,16.0,16.0,1
16,133.80952381,281.904761905,16.0,14.0,1
17,143.80952381,273.333333333,16.0,16.0,1
18,173.80952381,279.047619048,16.0,14.0,1
19,171.428571429,265.238095238,16.0,12.0,1
20,183.80952381,261.904761905,14.0,16.0,1
21,194.761904762,267.142857143,14.0,12.0,1
22,238.095238095,280.952380952,14.0,12.0,1
23,241.428571429,267.619047619,16.0,16.0,1
24,286.666666667,259.523809524,16.0,18.0,1
25,282.857142857,226.19047619,16.0,12.0,1
26,288.571428571,212.857142857,16.0,14.0,1
27,254.285714286,255.714285714,16.0,14.0,1
28,48.5714285714,190.0,12.0,14.0,1
29,34.7619047619,66.6666666667,16.0,22.0,1
30,66.1904761905,53.3333333333,16.0,24.0,1
