#item,x,y,dx,dy,label
0,0.769230769231,61.1538461538,24.0,28.0,1
1,29.6153846154,131.538461538,18.0,28.0,1
2,11.1538461538,158.846153846,20.0,30.0,1
3,33.0769230769,208.461538462,34.0,36.0,1
4,49.2307692308,254.230769231,36.0,32.0,1
5,51.9230769231,240.0,34.0,24.0,1
6,107.307692308,252.307692308,36.0,30.0,1
7,102.692307692,223.461538462,30.0,24.0,1
8,78.8461538462,196.538461538,30.0,24.0,1
9,52.3076923077,196.153846154,30.0,24.0,1
10,48.0769230769,171.153846154,34.0,24.0,1
11,78.8461538462,167.307692308,28.0,30.0,1
12,98.8461538462,188.076923077,32.0,24.0,1
13,111.538461538,181.923076923,32.0,24.0,1
14,68.8461538462,153.076923077,22.0,24.0,1
15,71.5384615385,112.692307692,20.0,22.0,1
