#item,x,y,dx,dy,label
0,63.4782608696,129.565217391,22.0,36.0,1
1,26.0869565217,211.304347826,30.0,22.0,1
2,112.608695652,253.913043478,28.0,26.0,1
3,57.8260869565,270.0,28.0,30.0,1
4,144.347826087,50.4347826087,32.0,28.0,1
5,206.956521739,169.130434783,26.0,26.0,1
6,217.391304348,187.826086957,28.0,24.0,1
7,219.130434783,208.695652174,28.0,24.0,1
8,271.304347826,196.956521739,24.0,24.0,1
9,214.782608696,15.2173913043,26.0,34.0,1
10,252.608695652,12.1739130435,34.0,22.0,1
11,261.739130435,21.3043478261,34.0,22.0,1
12,271.739130435,32.6086956522,26.0,34.0,1
13,235.652173913,11.7391304348,26.0,34.0,1
