#item,x,y,dx,dy,label
0,2.14285714286,105.0,18.0,26.0,1
1,15.3571428571,111.071428571,18.0,26.0,1
2,40.0,111.785714286,18.0,22.0,1
3,43.5714285714,89.2857142857,26.0,26.0,1
4,79.2857142857,51.7857142857,26.0,26.0,1
5,106.071428571,66.7857142857,22.0,26.0,1
6,103.928571429,125.714285714,22.0,26.0,1
7,74.2857142857,112.857142857,26.0,26.0,1
8,98.5714285714,170.714285714,24.0,26.0,1
9,120.357142857,147.142857143,24.0,24.0,1
10,157.142857143,117.857142857,30.0,34.0,1
11,194.642857143,46.7857142857,22.0,26.0,1
12,158.571428571,91.4285714286,34.0,24.0,1
