#item,x,y,dx,dy,label
0,116.842105263,158.947368421,22.0,28.0,1
1,93.6842105263,148.947368421,22.0,28.0,1
2,117.894736842,127.368421053,22.0,28.0,1
3,44.2105263158,229.473684211,22.0,28.0,1
4,108.421052632,61.0526315789,24.0,30.0,1
5,128.947368421,44.2105263158,24.0,30.0,1
6,145.263157895,6.84210526316,24.0,26.0,1
7,197.368421053,44.2105263158,24.0,26.0,1
8,219.473684211,34.7368421053,24.0,26.0,1
9,221.578947368,79.4736842105,24.0,26.0,1
10,206.315789474,75.7894736842,24.0,26.0,1
11,194.736842105,106.315789474,28.0,26.0,1
12,208.947368421,121.052631579,30.0,24.0,1
